director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Trey Parker,Jeremy Shada,Maurice LaMarche,Trey Parker,Action Comedy,team america: world police,Jeremy Shada Maurice LaMarche Trey Parker Trey Parker Action Comedy
John Luessenhop,Gunnar Hansen,Keram Malicki-Sánchez,Shaun Sipos,Horror Thriller,texas chainsaw 3d,Gunnar Hansen Keram Malicki-Sánchez Shaun Sipos John Luessenhop Horror Thriller
Jon Amiel,William McNamara,Holly Hunter,Harry Connick Jr.,Crime Drama Mystery Thriller,copycat,William McNamara Holly Hunter Harry Connick Jr. Jon Amiel Crime Drama Mystery Thriller
Malcolm D. Lee,Marisa Saks,Snoop Dogg,Molly Shannon,Comedy,scary movie 5,Marisa Saks Snoop Dogg Molly Shannon Malcolm D. Lee Comedy
Joshua Logan,Clint Eastwood,Lee Marvin,Ray Walston,Comedy Drama Musical Romance Western,paint your wagon,Clint Eastwood Lee Marvin Ray Walston Joshua Logan Comedy Drama Musical Romance Western
Gus Van Sant,James Franco,Denis O'Hare,Lucas Grabeel,Biography Drama History,milk,James Franco Denis O'Hare Lucas Grabeel Gus Van Sant Biography Drama History
Kevin Reynolds,Peter Firth,Jan Cornet,María Botto,Action Adventure Drama Mystery,risen,Peter Firth Jan Cornet María Botto Kevin Reynolds Action Adventure Drama Mystery
Steve Beck,Isaiah Washington,Ron Eldard,Francesca Rettondini,Horror,ghost ship,Isaiah Washington Ron Eldard Francesca Rettondini Steve Beck Horror
Todd Strauss-Schulson,Patton Oswalt,Thomas Lennon,Paula Garcés,Adventure Comedy,a very harold & kumar 3d christmas,Patton Oswalt Thomas Lennon Paula Garcés Todd Strauss-Schulson Adventure Comedy
John McNaughton,Bill Murray,Robert Wagner,Jeff Perry,Crime Drama Mystery Thriller,wild things,Bill Murray Robert Wagner Jeff Perry John McNaughton Crime Drama Mystery Thriller
Nelson McCormick,Sela Ward,Paige Turco,Skyler Samuels,Crime Thriller,the stepfather,Sela Ward Paige Turco Skyler Samuels Nelson McCormick Crime Thriller
John Madden,Tom Wilkinson,Jesper Christensen,Romi Aboulafia,Drama Thriller,the debt,Tom Wilkinson Jesper Christensen Romi Aboulafia John Madden Drama Thriller
Stephen Frears,Drake Bell,Lili Taylor,Lisa Bonet,Comedy Drama Music Romance,high fidelity,Drake Bell Lili Taylor Lisa Bonet Stephen Frears Comedy Drama Music Romance
Eric Valette,Johnny Lewis,Jason Beghe,Margaret Cho,Horror Mystery,one missed call,Johnny Lewis Jason Beghe Margaret Cho Eric Valette Horror Mystery
John Schlesinger,Joe Mantegna,Beverly D'Angelo,Philip Baker Hall,Crime Drama Thriller,eye for an eye,Joe Mantegna Beverly D'Angelo Philip Baker Hall John Schlesinger Crime Drama Thriller
Roger Donaldson,Jason Statham,Saffron Burrows,Daniel Mays,Crime Drama Romance Thriller,the bank job,Jason Statham Saffron Burrows Daniel Mays Roger Donaldson Crime Drama Romance Thriller
Michel Gondry,Kate Winslet,Kirsten Dunst,Tom Wilkinson,Drama Fantasy Romance Sci-Fi,eternal sunshine of the spotless mind,Kate Winslet Kirsten Dunst Tom Wilkinson Michel Gondry Drama Fantasy Romance Sci-Fi
Andy Fickman,Jamie Lee Curtis,James Wolk,Christine Lakin,Comedy Family Romance,you again,Jamie Lee Curtis James Wolk Christine Lakin Andy Fickman Comedy Family Romance
David Ayer,Keanu Reeves,Chris Evans,Noel Gugliemi,Action Crime Drama Thriller,street kings,Keanu Reeves Chris Evans Noel Gugliemi David Ayer Action Crime Drama Thriller
Edgar Wright,Michael Smiley,Thomas Law,Jasper Levine,Action Comedy Sci-Fi,the world's end,Michael Smiley Thomas Law Jasper Levine Edgar Wright Action Comedy Sci-Fi
Andrew Fleming,Kay Panabaker,Laura Harring,Tate Donovan,Comedy Crime Family Mystery Romance Thriller,nancy drew,Kay Panabaker Laura Harring Tate Donovan Andrew Fleming Comedy Crime Family Mystery Romance Thriller
Michael Spierig,Jay Laga'aia,Damien Garvey,Tiffany Lamb,Action Horror Sci-Fi Thriller,daybreakers,Jay Laga'aia Damien Garvey Tiffany Lamb Michael Spierig Action Horror Sci-Fi Thriller
Jim Field Smith,Mike Vogel,Kim Shaw,Geoff Stults,Comedy Romance,she's out of my league,Mike Vogel Kim Shaw Geoff Stults Jim Field Smith Comedy Romance
Thomas Bezucha,Leighton Meester,Luke Bracey,Brett Cullen,Adventure Comedy Family Romance,monte carlo,Leighton Meester Luke Bracey Brett Cullen Thomas Bezucha Adventure Comedy Family Romance
William Brent Bell,Adam Goldberg,Frankie Muniz,Samaire Armstrong,Horror Thriller,stay alive,Adam Goldberg Frankie Muniz Samaire Armstrong William Brent Bell Horror Thriller
Simon Wincer,Alan Rickman,Tom Selleck,Ben Mendelsohn,Action Adventure Drama Romance Western,quigley down under,Alan Rickman Tom Selleck Ben Mendelsohn Simon Wincer Action Adventure Drama Romance Western
Anthony Bell,Kevin Sussman,Larry Miller,Christine Lakin,Adventure Animation Comedy Family Romance,alpha and omega,Kevin Sussman Larry Miller Christine Lakin Anthony Bell Adventure Animation Comedy Family Romance
Jessica Bendinger,Jeff Bridges,Vanessa Lengies,John Patrick Amedori,Comedy Drama Sport,stick it,Jeff Bridges Vanessa Lengies John Patrick Amedori Jessica Bendinger Comedy Drama Sport
Robert Rodriguez,Jimmy Bennett,Leo Howard,Jake Short,Comedy Family Fantasy,shorts,Jimmy Bennett Leo Howard Jake Short Robert Rodriguez Comedy Family Fantasy
Gus Van Sant,Kurtwood Smith,Wayne Knight,Holland Taylor,Comedy Crime Drama,to die for,Kurtwood Smith Wayne Knight Holland Taylor Gus Van Sant Comedy Crime Drama
Henry Joost,Samira Wiley,Marc John Jefferies,Emily Meade,Adventure Crime Mystery Sci-Fi Thriller,nerve,Samira Wiley Marc John Jefferies Emily Meade Henry Joost Adventure Crime Mystery Sci-Fi Thriller
Ed Harris,Viggo Mortensen,James Gammon,Tom Bower,Crime Drama Western,appaloosa,Viggo Mortensen James Gammon Tom Bower Ed Harris Crime Drama Western
John Carpenter,Sheryl Lee,Cary-Hiroyuki Tagawa,Maximilian Schell,Action Horror Thriller,vampires,Sheryl Lee Cary-Hiroyuki Tagawa Maximilian Schell John Carpenter Action Horror Thriller
unknown,Pablo Sevilla,unknown,unknown,Action Adventure Animation Family Fantasy,yu-gi-oh! duel monsters            ,Pablo Sevilla unknown unknown unknown Action Adventure Animation Family Fantasy
Alfred Hitchcock,Janet Leigh,Vera Miles,John Gavin,Horror Mystery Thriller,psycho,Janet Leigh Vera Miles John Gavin Alfred Hitchcock Horror Mystery Thriller
Howard Deutch,Dane Cook,Taran Killam,Riki Lindhome,Comedy Romance,my best friend's girl,Dane Cook Taran Killam Riki Lindhome Howard Deutch Comedy Romance
Shana Feste,Alex Pettyfer,Bruce Greenwood,Rhys Wakefield,Drama Romance,endless love,Alex Pettyfer Bruce Greenwood Rhys Wakefield Shana Feste Drama Romance
Garry Marshall,Hector Elizondo,Zachary Gordon,Jane Fonda,Comedy Drama,georgia rule,Hector Elizondo Zachary Gordon Jane Fonda Garry Marshall Comedy Drama
Steve Rash,Mako,Adam Arkin,Billy Barty,Comedy,under the rainbow,Mako Adam Arkin Billy Barty Steve Rash Comedy
Richard Donner,Matthew Broderick,John Wood,Leo McKern,Adventure Comedy Drama Fantasy,ladyhawke,Matthew Broderick John Wood Leo McKern Richard Donner Adventure Comedy Drama Fantasy
Mark Steven Johnson,Oliver Platt,Jan Hooks,Dana Ivey,Comedy Drama Family,simon birch,Oliver Platt Jan Hooks Dana Ivey Mark Steven Johnson Comedy Drama Family
Mike Binder,Adam Sandler,Don Cheadle,John de Lancie,Drama,reign over me,Adam Sandler Don Cheadle John de Lancie Mike Binder Drama
Sean Penn,Kristen Stewart,William Hurt,Hal Holbrook,Adventure Biography Drama,into the wild,Kristen Stewart William Hurt Hal Holbrook Sean Penn Adventure Biography Drama
Todd Phillips,Jon Heder,Sarah Silverman,Jacinda Barrett,Comedy,school for scoundrels,Jon Heder Sarah Silverman Jacinda Barrett Todd Phillips Comedy
Michael J. Bassett,Radha Mitchell,Deborah Kara Unger,Martin Donovan,Adventure Drama Horror Mystery Thriller,silent hill: revelation 3d,Radha Mitchell Deborah Kara Unger Martin Donovan Michael J. Bassett Adventure Drama Horror Mystery Thriller
Robert Rodriguez,Quentin Tarantino,Salma Hayek,Cheech Marin,Crime Fantasy Horror,from dusk till dawn,Quentin Tarantino Salma Hayek Cheech Marin Robert Rodriguez Crime Fantasy Horror
Frank Nissen,Kath Soucie,Brenda Blethyn,John Fiedler,Animation Family Fantasy Mystery,pooh's heffalump movie,Kath Soucie Brenda Blethyn John Fiedler Frank Nissen Animation Family Fantasy Mystery
Jodie Foster,Robert Downey Jr.,Holly Hunter,Steve Guttenberg,Comedy Drama Romance,home for the holidays,Robert Downey Jr. Holly Hunter Steve Guttenberg Jodie Foster Comedy Drama Romance
Stephen Chow,Shengyi Huang,Chi Ling Chiu,Qiu Yuen,Action Comedy Crime Fantasy,kung fu hustle,Shengyi Huang Chi Ling Chiu Qiu Yuen Stephen Chow Action Comedy Crime Fantasy
unknown,Leah Remini,Mark Feuerstein,Sharon Lawrence,Comedy,fired up            ,Leah Remini Mark Feuerstein Sharon Lawrence unknown Comedy
Peter Hastings,Haley Joel Osment,Alex Rocco,Stephen Root,Comedy Family Music Musical,the country bears,Haley Joel Osment Alex Rocco Stephen Root Peter Hastings Comedy Family Music Musical
Marc Forster,Mustafa Haidari,Shaun Toub,Khalid Abdalla,Drama,the kite runner,Mustafa Haidari Shaun Toub Khalid Abdalla Marc Forster Drama
Alejandro G. Iñárritu,Naomi Watts,Eddie Marsan,Danny Huston,Drama,21 grams,Naomi Watts Eddie Marsan Danny Huston Alejandro G. Iñárritu Drama
Paul Abascal,Cole Hauser,Tom Hollander,Kelly Carlson,Action Crime Drama Thriller,paparazzi,Cole Hauser Tom Hollander Kelly Carlson Paul Abascal Action Crime Drama Thriller
Catherine Hardwicke,Kristen Stewart,Taylor Lautner,Anna Kendrick,Drama Fantasy Romance,twilight,Kristen Stewart Taylor Lautner Anna Kendrick Catherine Hardwicke Drama Fantasy Romance
Chris Koch,Thomas Lennon,Lochlyn Munro,James Brolin,Comedy Romance,a guy thing,Thomas Lennon Lochlyn Munro James Brolin Chris Koch Comedy Romance
Amy Heckerling,Andy Dick,Robert Miano,Zak Orth,Comedy Romance,loser,Andy Dick Robert Miano Zak Orth Amy Heckerling Comedy Romance
Michael Moore,Ronald Reagan,Michael Moore,Bernie Sanders,Crime Documentary News,capitalism: a love story,Ronald Reagan Michael Moore Bernie Sanders Michael Moore Crime Documentary News
George Stevens,Martin Landau,Carroll Baker,José Ferrer,Biography Drama History,the greatest story ever told,Martin Landau Carroll Baker José Ferrer George Stevens Biography Drama History
Billy Ray,Julia Roberts,Michael Kelly,Joe Cole,Crime Drama Mystery Thriller,secret in their eyes,Julia Roberts Michael Kelly Joe Cole Billy Ray Crime Drama Mystery Thriller
Jason Friedberg,Carmen Electra,Tony Cox,Ike Barinholtz,Comedy,disaster movie,Carmen Electra Tony Cox Ike Barinholtz Jason Friedberg Comedy
Nimród Antal,Andrew Fiscella,Fred Ward,Lorna Raver,Action Crime Thriller,armored,Andrew Fiscella Fred Ward Lorna Raver Nimród Antal Action Crime Thriller
Jon Amiel,Bill Murray,Peter Gallagher,Joanne Whalley,Action Comedy Crime Thriller,the man who knew too little,Bill Murray Peter Gallagher Joanne Whalley Jon Amiel Action Comedy Crime Thriller
Mark Mylod,Chris Evans,Ari Graynor,Ed Begley Jr.,Comedy Romance,what's your number?,Chris Evans Ari Graynor Ed Begley Jr. Mark Mylod Comedy Romance
James Mather,Joseph Gilgun,Vincent Regan,Jacky Ido,Action Adventure Sci-Fi Thriller,lockout,Joseph Gilgun Vincent Regan Jacky Ido James Mather Action Adventure Sci-Fi Thriller
Barry Levinson,Amy Poehler,Ariel Gade,Sam Lerner,Comedy,envy,Amy Poehler Ariel Gade Sam Lerner Barry Levinson Comedy
Mark Neveldine,Jason Statham,Clifton Collins Jr.,David Carradine,Action Crime Sci-Fi Thriller,crank: high voltage,Jason Statham Clifton Collins Jr. David Carradine Mark Neveldine Action Crime Sci-Fi Thriller
Woody Allen,Jim Broadbent,Chazz Palminteri,Dianne Wiest,Comedy Crime,bullets over broadway,Jim Broadbent Chazz Palminteri Dianne Wiest Woody Allen Comedy Crime
Michael O. Sajbel,James Callis,Tiffany Dupont,Nimrat Kaur,Biography Drama History,one night with the king,James Callis Tiffany Dupont Nimrat Kaur Michael O. Sajbel Biography Drama History
Phillip Noyce,Brendan Fraser,Tzi Ma,Holmes Osborne,Drama Mystery Romance Thriller War,the quiet american,Brendan Fraser Tzi Ma Holmes Osborne Phillip Noyce Drama Mystery Romance Thriller War
Gore Verbinski,Nicolas Cage,Hope Davis,Michael Rispoli,Comedy Drama,the weather man,Nicolas Cage Hope Davis Michael Rispoli Gore Verbinski Comedy Drama
Walter Hill,Fisher Stevens,Wes Studi,Jon Seda,Action Crime Drama Sport,undisputed,Fisher Stevens Wes Studi Jon Seda Walter Hill Action Crime Drama Sport
David Koepp,Aasif Mandvi,Dequina Moore,Jordan Carlos,Comedy Drama Fantasy Romance,ghost town,Aasif Mandvi Dequina Moore Jordan Carlos David Koepp Comedy Drama Fantasy Romance
Renny Harlin,Taylor Cole,Ashley Scott,Nick Gomez,Action Crime Thriller,12 rounds,Taylor Cole Ashley Scott Nick Gomez Renny Harlin Action Crime Thriller
Matt Reeves,Chloë Grace Moretz,Dylan Minnette,Kodi Smit-McPhee,Drama Fantasy Horror Mystery,let me in,Chloë Grace Moretz Dylan Minnette Kodi Smit-McPhee Matt Reeves Drama Fantasy Horror Mystery
Charles T. Kanganis,Victor Wong,Dustin Nguyen,Don Stark,Action Comedy Family,3 ninjas kick back,Victor Wong Dustin Nguyen Don Stark Charles T. Kanganis Action Comedy Family
Michel Gondry,Quinton Aaron,Mia Farrow,Melonie Diaz,Comedy,be kind rewind,Quinton Aaron Mia Farrow Melonie Diaz Michel Gondry Comedy
Stephen Frears,Bob Hoskins,Christopher Guest,Sarah Solemani,Comedy Drama Music War,mrs henderson presents,Bob Hoskins Christopher Guest Sarah Solemani Stephen Frears Comedy Drama Music War
John Hillcoat,Kate Winslet,Norman Reedus,Clifton Collins Jr.,Action Crime Drama Thriller,triple 9,Kate Winslet Norman Reedus Clifton Collins Jr. John Hillcoat Action Crime Drama Thriller
Woody Allen,Woody Allen,Lynn Cohen,Judy Davis,Comedy,deconstructing harry,Woody Allen Lynn Cohen Judy Davis Woody Allen Comedy
Damon Santostefano,Matthew Perry,Oliver Platt,David Ramsey,Comedy Romance,three to tango,Matthew Perry Oliver Platt David Ramsey Damon Santostefano Comedy Romance
John Wells,Bradley Cooper,Omar Sy,Riccardo Scamarcio,Comedy Drama,burnt,Bradley Cooper Omar Sy Riccardo Scamarcio John Wells Comedy Drama
Neil Jordan,Robert De Niro,Demi Moore,James Russo,Comedy Crime,we're no angels,Robert De Niro Demi Moore James Russo Neil Jordan Comedy Crime
Woody Allen,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker,Comedy Musical Romance,everyone says i love you,Natasha Lyonne Gaby Hoffmann Jeff DeRocker Woody Allen Comedy Musical Romance
Frank Oz,Peter Dinklage,Ewen Bremner,Kris Marshall,Comedy,death at a funeral,Peter Dinklage Ewen Bremner Kris Marshall Frank Oz Comedy
James Wan,Aisha Tyler,Kelly Preston,Edi Gathegi,Action Crime Thriller,death sentence,Aisha Tyler Kelly Preston Edi Gathegi James Wan Action Crime Thriller
Kirk Jones,Robert De Niro,James Frain,Brendan Sexton III,Adventure Drama,everybody's fine,Robert De Niro James Frain Brendan Sexton III Kirk Jones Adventure Drama
Bob Clark,Scott Baio,Vanessa Angel,Peter Wingfield,Comedy Family Sci-Fi,superbabies: baby geniuses 2,Scott Baio Vanessa Angel Peter Wingfield Bob Clark Comedy Family Sci-Fi
Les Mayfield,Callum Rennie,Will Patton,Cedric the Entertainer,Action Comedy Crime,code name: the cleaner,Callum Rennie Will Patton Cedric the Entertainer Les Mayfield Action Comedy Crime
Michael Lembeck,Debbie Reynolds,Nia Vardalos,Dash Mihok,Comedy Crime Music,connie and carla,Debbie Reynolds Nia Vardalos Dash Mihok Michael Lembeck Comedy Crime Music
Bob Fosse,Sammy Davis Jr.,Ricardo Montalban,Ben Vereen,Comedy Drama Music Musical Romance,sweet charity,Sammy Davis Jr. Ricardo Montalban Ben Vereen Bob Fosse Comedy Drama Music Musical Romance
Paul Thomas Anderson,Martin Dew,Katherine Waterston,Serena Scott Thomas,Comedy Crime Drama Mystery Romance,inherent vice,Martin Dew Katherine Waterston Serena Scott Thomas Paul Thomas Anderson Comedy Crime Drama Mystery Romance
Dave Borthwick,Jimmy Fallon,Kylie Minogue,Jon Stewart,Adventure Animation Comedy Family Fantasy,doogal,Jimmy Fallon Kylie Minogue Jon Stewart Dave Borthwick Adventure Animation Comedy Family Fantasy
Benson Lee,Chris Brown,Caity Lotz,Laz Alonso,Drama Music,battle of the year,Chris Brown Caity Lotz Laz Alonso Benson Lee Drama Music
unknown,LeVar Burton,Eric McCormack,Scott Wolf,Crime Drama Mystery Thriller,perception            ,LeVar Burton Eric McCormack Scott Wolf unknown Crime Drama Mystery Thriller
David Zucker,Chriss Anglin,Geoffrey Arend,Gary Coleman,Comedy Fantasy,an american carol,Chriss Anglin Geoffrey Arend Gary Coleman David Zucker Comedy Fantasy
Robert Rodriguez,Alexa PenaVega,Demián Bichir,Marko Zaror,Action Comedy Crime Thriller,machete kills,Alexa PenaVega Demián Bichir Marko Zaror Robert Rodriguez Action Comedy Crime Thriller
Glen Morgan,Laura Harring,Ty Olsson,Jackie Burroughs,Drama Horror Sci-Fi Thriller,willard,Laura Harring Ty Olsson Jackie Burroughs Glen Morgan Drama Horror Sci-Fi Thriller
Fred Wolf,Kevin Alejandro,Ashley Scott,Jeff Garlin,Adventure Comedy,strange wilderness,Kevin Alejandro Ashley Scott Jeff Garlin Fred Wolf Adventure Comedy
Mike Leigh,Jim Broadbent,Dexter Fletcher,Lesley Manville,Biography Comedy Drama History Music Musical,topsy-turvy,Jim Broadbent Dexter Fletcher Lesley Manville Mike Leigh Biography Comedy Drama History Music Musical
Alejandro Monteverde,Tom Wilkinson,Cary-Hiroyuki Tagawa,Michael Rapaport,Drama War,little boy,Tom Wilkinson Cary-Hiroyuki Tagawa Michael Rapaport Alejandro Monteverde Drama War
David Cronenberg,Michael Fassbender,Viggo Mortensen,Sarah Gadon,Biography Drama Thriller,a dangerous method,Michael Fassbender Viggo Mortensen Sarah Gadon David Cronenberg Biography Drama Thriller
Richard Linklater,Robert Downey Jr.,Keanu Reeves,Rory Cochrane,Animation Drama Mystery Sci-Fi Thriller,a scanner darkly,Robert Downey Jr. Keanu Reeves Rory Cochrane Richard Linklater Animation Drama Mystery Sci-Fi Thriller
Michael Apted,Gerard Butler,Abigail Spencer,Leven Rambin,Biography Drama Sport,chasing mavericks,Gerard Butler Abigail Spencer Leven Rambin Michael Apted Biography Drama Sport
Uwe Boll,Catherine Lough Haggquist,Darren Shahlavi,Karin Konoval,Horror Sci-Fi,alone in the dark,Catherine Lough Haggquist Darren Shahlavi Karin Konoval Uwe Boll Horror Sci-Fi
Todd Graff,Scott Porter,Charlie Saxton,Ryan Donowho,Comedy Drama Family Music Romance,bandslam,Scott Porter Charlie Saxton Ryan Donowho Todd Graff Comedy Drama Family Music Romance
Jonathan Glazer,Cameron Bright,Anne Heche,Danny Huston,Drama Mystery Romance Thriller,birth,Cameron Bright Anne Heche Danny Huston Jonathan Glazer Drama Mystery Romance Thriller
J.C. Chandor,David Oyelowo,Ashley Williams,Albert Brooks,Action Crime Drama Thriller,a most violent year,David Oyelowo Ashley Williams Albert Brooks J.C. Chandor Action Crime Drama Thriller
Paul Gross,Landon Liboiron,Michael Greyeyes,Caroline Dhavernas,Drama History Romance War,passchendaele,Landon Liboiron Michael Greyeyes Caroline Dhavernas Paul Gross Drama History Romance War
Marc Abraham,Dylan Authors,Bill Lake,Victoria Learn,Biography Drama,flash of genius,Dylan Authors Bill Lake Victoria Learn Marc Abraham Biography Drama
Todd Haynes,Christian Bale,Heath Ledger,Tyrone Benskin,Biography Drama Music,i'm not there.,Christian Bale Heath Ledger Tyrone Benskin Todd Haynes Biography Drama Music
Mabrouk El Mechri,Henry Cavill,Bruce Willis,Óscar Jaenada,Action Thriller,the cold light of day,Henry Cavill Bruce Willis Óscar Jaenada Mabrouk El Mechri Action Thriller
Rian Johnson,Zachary Gordon,Maximilian Schell,Nora Zehetner,Adventure Comedy Drama Romance,the brothers bloom,Zachary Gordon Maximilian Schell Nora Zehetner Rian Johnson Adventure Comedy Drama Romance
Charlie Kaufman,Philip Seymour Hoffman,Jennifer Jason Leigh,Samantha Morton,Comedy Drama Romance,"synecdoche, new york",Philip Seymour Hoffman Jennifer Jason Leigh Samantha Morton Charlie Kaufman Comedy Drama Romance
Hayao Miyazaki,Minnie Driver,Jada Pinkett Smith,Billy Crudup,Adventure Animation Fantasy,princess mononoke,Minnie Driver Jada Pinkett Smith Billy Crudup Hayao Miyazaki Adventure Animation Fantasy
Jean-Paul Rappeneau,Isabelle Adjani,Peter Coyote,Virginie Ledoyen,Comedy Drama Mystery Romance Thriller War,bon voyage,Isabelle Adjani Peter Coyote Virginie Ledoyen Jean-Paul Rappeneau Comedy Drama Mystery Romance Thriller War
Nancy Walker,Steve Guttenberg,Randy Jones,Caitlyn Jenner,Biography Comedy Musical,can't stop the music,Steve Guttenberg Randy Jones Caitlyn Jenner Nancy Walker Biography Comedy Musical
John Hillcoat,Ray Winstone,Noah Taylor,Danny Huston,Crime Drama Western,the proposition,Ray Winstone Noah Taylor Danny Huston John Hillcoat Crime Drama Western
Angelo Pizzo,Donny Boaz,Finn Wittrock,Brent Anderson,Biography Drama Sport,courage,Donny Boaz Finn Wittrock Brent Anderson Angelo Pizzo Biography Drama Sport
Richard Benjamin,Damon Wayans,Jane Krakowski,Paula Garcés,Comedy Music,marci x,Damon Wayans Jane Krakowski Paula Garcés Richard Benjamin Comedy Music
Kurt Wimmer,Christian Bale,Emily Watson,Sean Pertwee,Action Drama Sci-Fi Thriller,equilibrium,Christian Bale Emily Watson Sean Pertwee Kurt Wimmer Action Drama Sci-Fi Thriller
Roger Spottiswoode,Radha Mitchell,Guang Li,Matthew Walker,Drama War,the children of huang shi,Radha Mitchell Guang Li Matthew Walker Roger Spottiswoode Drama War
James Gray,Charlize Theron,Ellen Burstyn,Faye Dunaway,Crime Drama Romance Thriller,the yards,Charlize Theron Ellen Burstyn Faye Dunaway James Gray Crime Drama Romance Thriller
Matthew Diamond,Chazz Palminteri,Garrett Clayton,Toni Braxton,Adventure Family Fantasy Musical,the oogieloves in the big balloon adventure,Chazz Palminteri Garrett Clayton Toni Braxton Matthew Diamond Adventure Family Fantasy Musical
Angelina Jolie Pitt,Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud,Drama Romance,by the sea,Brad Pitt Angelina Jolie Pitt Melvil Poupaud Angelina Jolie Pitt Drama Romance
Katsuhiro Ôtomo,William Hootkins,Robin Atkin Downes,Rosalind Ayres,Action Adventure Animation Family Sci-Fi Thriller,steamboy,William Hootkins Robin Atkin Downes Rosalind Ayres Katsuhiro Ôtomo Action Adventure Animation Family Sci-Fi Thriller
David Anspaugh,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,Drama History Sport,the game of their lives,Gerard Butler Costas Mandylor Jimmy Jean-Louis David Anspaugh Drama History Sport
Andrew Jarecki,Ryan Gosling,Kirsten Dunst,Frank Langella,Crime Drama Mystery Romance Thriller,all good things,Ryan Gosling Kirsten Dunst Frank Langella Andrew Jarecki Crime Drama Mystery Romance Thriller
Kevin Reynolds,Esai Morales,Jason Scott Lee,Sandrine Holt,Action Adventure Drama History Romance,rapa nui,Esai Morales Jason Scott Lee Sandrine Holt Kevin Reynolds Action Adventure Drama History Romance
Stephen Chow,Jiao Xu,Yuqi Zhang,Chi Chung Lam,Comedy Family Sci-Fi,cj7,Jiao Xu Yuqi Zhang Chi Chung Lam Stephen Chow Comedy Family Sci-Fi
Jean-Marie Poiré,Christian Clavier,Philippe Nahon,Marie-Anne Chazel,Comedy Family Fantasy Sci-Fi,les couloirs du temps: les visiteurs ii,Christian Clavier Philippe Nahon Marie-Anne Chazel Jean-Marie Poiré Comedy Family Fantasy Sci-Fi
Kevin Munroe,Marco St. John,Laura Spencer,Anita Briem,Action Comedy Crime Fantasy Horror Mystery Sci-Fi Thriller,dylan dog: dead of night,Marco St. John Laura Spencer Anita Briem Kevin Munroe Action Comedy Crime Fantasy Horror Mystery Sci-Fi Thriller
Daniel Algrant,Al Pacino,Richard Schiff,Mark Webber,Crime Drama Mystery,people i know,Al Pacino Richard Schiff Mark Webber Daniel Algrant Crime Drama Mystery
unknown,Peter Vaughan,George Coulouris,Ewen Solon,Drama Family,the doombolt chase            ,Peter Vaughan George Coulouris Ewen Solon unknown Drama Family
Julie Taymor,Djimon Hounsou,Reeve Carney,Tom Conti,Comedy Drama Fantasy Romance,the tempest,Djimon Hounsou Reeve Carney Tom Conti Julie Taymor Comedy Drama Fantasy Romance
Alejandro Amenábar,Emma Watson,Aaron Ashmore,Julian Richings,Crime Drama Mystery Thriller,regression,Emma Watson Aaron Ashmore Julian Richings Alejandro Amenábar Crime Drama Mystery Thriller
Jane Clark,Necar Zadegan,Traci Dinwiddie,Elea Oberon,Romance Short,the touch,Necar Zadegan Traci Dinwiddie Elea Oberon Jane Clark Romance Short
Daniel Lee,Andy Lau,Sammo Kam-Bo Hung,Andy On,Action Drama History War,three kingdoms: resurrection of the dragon,Andy Lau Sammo Kam-Bo Hung Andy On Daniel Lee Action Drama History War
Mike Barker,Gerard Butler,Nicholas Lea,Callum Rennie,Crime Drama Thriller,shattered,Gerard Butler Nicholas Lea Callum Rennie Mike Barker Crime Drama Thriller
Wayne Thornley,Leonard Nimoy,Phil LaMarr,Noureen DeWulf,Adventure Animation Comedy Family,zambezia,Leonard Nimoy Phil LaMarr Noureen DeWulf Wayne Thornley Adventure Animation Comedy Family
Gnana Rajasekaran,Mani Bharathi,Michael Lieber,Kevin McGowan,Biography Drama History,ramanujan,Mani Bharathi Michael Lieber Kevin McGowan Gnana Rajasekaran Biography Drama History
Tom Walsh,Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell,Animation,dwegons and leprechauns,Joey D. Vieira Maggie Wheeler Jacqueline Lovell Tom Walsh Animation
Jonathan Jakubowicz,Robert De Niro,Jurnee Smollett-Bell,Edgar Ramírez,Action Biography Drama Sport,hands of stone,Robert De Niro Jurnee Smollett-Bell Edgar Ramírez Jonathan Jakubowicz Action Biography Drama Sport
James McTeigue,Milla Jovovich,Roger Rees,Robert Forster,Action Crime Thriller,survivor,Milla Jovovich Roger Rees Robert Forster James McTeigue Action Crime Thriller
Scott Walker,Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe,Crime Drama Mystery Thriller,the frozen ground,Nicolas Cage Radha Mitchell Jodi Lyn O'Keefe Scott Walker Crime Drama Mystery Thriller
John Curran,Toby Jones,Sally Hawkins,Alan David,Drama Romance,the painted veil,Toby Jones Sally Hawkins Alan David John Curran Drama Romance
Uli Edel,Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck,Action Biography Crime Drama,the baader meinhof complex,Moritz Bleibtreu Alexandra Maria Lara Martina Gedeck Uli Edel Action Biography Crime Drama
Kevin Costner,Mary McDonnell,Michael Spears,Maury Chaykin,Adventure Drama Western,dances with wolves,Mary McDonnell Michael Spears Maury Chaykin Kevin Costner Adventure Drama Western
